# MNE-Annotations
# orig_time : 2013-03-27 23:19:51.913170   
# onset, duration, description
2309.7162676056337,1.3521126760565494,sw
2310.0,30.0,3.0
2317.435985915493,0.946478873239812,sw
2318.8219014084507,0.8112676056339296,sw
2320.2754225352114,0.8619718309860218,sw
2324.479647887324,0.912676056338114,sw
2332.1993661971833,0.8619718309860218,sw
2335.2923239436623,1.1154929577464827,sw
2340.0,30.0,3.0
2341.2880985915494,1.0140845070422984,dudoso
2341.3050000000003,0.9464788732393572,sw
2343.9754225352112,1.2845070422536082,sw
2355.366971830986,0.9971830985914494,sw
2357.192323943662,1.166197183098575,sw
2362.600774647887,0.7943661971835354,sw
2366.166971830986,1.3690140845073984,sw
2370.0,30.0,3.0
2400.0,30.0,3.0
2430.0,30.0,4.0
2460.0,30.0,3.0
2490.0,30.0,4.0
2520.0,30.0,3.0
2550.0,30.0,3.0
2580.0,30.0,4.0
2610.0,30.0,4.0
2640.0,30.0,4.0
2670.0,30.0,4.0
2700.0,30.0,3.0
2730.0,30.0,4.0
2760.0,30.0,4.0
2790.0,30.0,3.0
2820.0,30.0,4.0
2850.0,30.0,4.0
2880.0,30.0,3.0
2910.0,30.0,3.0
2940.0,30.0,4.0
2970.0,30.0,4.0
3000.0,30.0,3.0
3030.0,30.0,3.0
3060.0,30.0,4.0
3090.0,30.0,4.0
3120.0,30.0,4.0
3150.0,30.0,4.0
3180.0,30.0,4.0
3210.0,30.0,3.0
3240.0,30.0,4.0
3270.0,30.0,4.0
3300.0,30.0,3.0
3330.0,30.0,3.0
3360.0,30.0,3.0
3390.0,30.0,3.0
3420.0,30.0,4.0
3450.0,30.0,4.0
